Region,Year of Order Date,Quarter of Order Date,Profit
Central,2013,Q3,23.82
Central,2013,Q1,-21.89
Central,2013,Q4,-41.32
Central,2015,Q2,-1119.64
Central,2015,Q4,-469.84
Central,2012,Q4,-572.49
Central,2013,Q3,-7.22
Central,2013,Q4,328
Central,2012,Q2,-25.13
Central,2014,Q3,-18.2505
Central,2013,Q1,-87.27
Central,2015,Q4,-27.49
Central,2013,Q3,-151.93
Central,2015,Q3,-62.97
Central,2013,Q1,56.26
Central,2015,Q2,6.41
Central,2015,Q4,60.6135
Central,2014,Q2,1.32
Central,2013,Q3,212.06
Central,2012,Q3,49.67
Central,2015,Q3,-89.88
Central,2014,Q1,-219.92
Central,2015,Q3,5.015
Central,2015,Q1,93.228
Central,2014,Q2,-28.681
Central,2015,Q1,-103.2125
Central,2013,Q4,5.03
Central,2015,Q3,39.9
Central,2013,Q4,-22.82
Central,2014,Q3,-5.5315
Central,2015,Q2,3724.5725
Central,2014,Q4,389.61
Central,2014,Q3,59.92
Central,2013,Q1,40.61
Central,2015,Q3,-94.76
Central,2012,Q2,2998.88
Central,2015,Q4,-12.82
Central,2012,Q3,16.1
Central,2012,Q4,15.725
Central,2015,Q3,-12.7995
Central,2015,Q4,-90.896
Central,2015,Q4,-61.8815
Central,2013,Q2,-134.97
Central,2015,Q2,71.77
Central,2015,Q3,30.76
Central,2014,Q2,-141.51
Central,2015,Q3,55.82
Central,2012,Q4,-22.2755
Central,2015,Q2,-13.777
Central,2015,Q4,-24.955
Central,2013,Q4,26.11
Central,2015,Q3,-208.02
Central,2013,Q2,-66.16
Central,2013,Q2,-34.79
Central,2015,Q2,-51.7155
Central,2015,Q3,-83.1565
Central,2015,Q3,2019.192
Central,2014,Q4,-10.2465
Central,2015,Q1,56.44
Central,2015,Q3,-56.15
Central,2015,Q4,-117.86
Central,2014,Q2,-167.06
Central,2015,Q2,-43.746
Central,2015,Q2,-57.8795
Central,2013,Q3,1886.4135
Central,2013,Q1,241.077
Central,2014,Q1,2.7285
Central,2012,Q3,359.83
Central,2015,Q4,4604.79
Central,2012,Q3,58.225
Central,2015,Q2,-14.35
Central,2012,Q2,-255.2
Central,2013,Q4,267.16
Central,2014,Q3,-37.43
Central,2013,Q4,590.77
Central,2015,Q4,23.94
Central,2013,Q2,-41.26
Central,2014,Q4,350.62
Central,2013,Q4,-10.21
Central,2014,Q4,-34.59
Central,2012,Q4,-49.31
Central,2015,Q4,-2.31
Central,2012,Q3,-38.89
Central,2015,Q3,28.39
Central,2012,Q3,221.59
Central,2015,Q3,206.27
Central,2012,Q3,-29.02
Central,2013,Q2,37.33
Central,2014,Q4,60.72
Central,2014,Q4,106.53
Central,2015,Q2,-0.5
Central,2015,Q3,-1.79
Central,2013,Q1,6.04
Central,2014,Q1,33.5
Central,2015,Q3,-5.6
Central,2015,Q2,-47.75
East,2012,Q4,1603.12
East,2012,Q4,-546.98
East,2013,Q3,-84.19
East,2015,Q3,10.064
East,2012,Q4,10.58
East,2014,Q1,-128.52
East,2013,Q4,6.44
East,2013,Q1,110.78
East,2013,Q2,10.18
East,2015,Q3,30.03
East,2012,Q4,-131.16
East,2014,Q3,-53.99
East,2012,Q4,4.69
East,2013,Q4,-0.2415
East,2013,Q4,165.46
East,2014,Q2,-96.22
East,2012,Q3,-92.87
East,2014,Q2,-16.3875
East,2014,Q3,46.46
East,2014,Q3,57.89
East,2015,Q2,454.49
East,2015,Q2,-5.3705
East,2015,Q2,24.05
East,2014,Q1,-41.99
East,2015,Q2,-5.7385
East,2015,Q3,-18.262
East,2013,Q3,47.1
East,2014,Q2,-22.82
East,2015,Q3,4842.3735
East,2015,Q1,-15.962
East,2013,Q1,576.39
East,2015,Q4,-30.2
East,2014,Q4,-38.45
East,2014,Q1,12.7245
East,2014,Q3,36.98
East,2012,Q3,-119.32
East,2012,Q4,-12.83
East,2014,Q3,-43.26
East,2014,Q4,-52.49
East,2015,Q1,519.55
East,2015,Q2,2164.64
East,2013,Q1,290.77
East,2015,Q2,226.76
East,2014,Q4,324.96
East,2012,Q4,1480.15
East,2015,Q3,22.88
East,2012,Q4,-3.51
East,2014,Q3,20.06
East,2015,Q2,-15.03
East,2014,Q1,-10.27
East,2012,Q4,57.28
East,2012,Q4,1.33
East,2015,Q4,16.4
East,2014,Q2,-16.27
East,2015,Q2,2.82
East,2013,Q2,-236.6
East,2013,Q1,-1231.87
East,2013,Q2,302.124
East,2013,Q3,43.6815
East,2013,Q3,2.4225
East,2014,Q4,82.49
East,2013,Q1,94.97
East,2013,Q4,-36.9
East,2014,Q1,-0.03
East,2014,Q4,-66.26
East,2013,Q4,-35.2
East,2015,Q2,-89.2285
East,2013,Q3,9.8175
East,2012,Q3,517.03
East,2015,Q2,312.52
East,2015,Q4,-144.739
East,2013,Q4,170.901
East,2014,Q3,-41.98
East,2014,Q4,13.21
East,2014,Q1,54.78
East,2014,Q1,-58.4
East,2015,Q2,528.77
East,2012,Q3,9527.4715
East,2015,Q2,-130.96
East,2015,Q3,50.83
East,2015,Q2,-29.77
East,2015,Q2,34.29
East,2015,Q3,204.08
East,2015,Q4,-8.67
East,2014,Q4,-28.95
East,2015,Q2,-30.07
East,2014,Q2,43.05
East,2014,Q4,-115.8
East,2015,Q2,-119.16
East,2014,Q1,55.73
East,2014,Q4,-10
East,2014,Q4,-1.78
East,2015,Q3,1.05
East,2014,Q1,18.73
East,2015,Q3,16.51
East,2013,Q2,-104.8
East,2015,Q4,-4.45
East,2014,Q4,-5.36
East,2014,Q2,23.74
East,2014,Q1,-1.59
East,2012,Q4,8.07
East,2012,Q4,-23.14
East,2014,Q1,-1172.75
East,2013,Q4,56.05
East,2013,Q1,455.42
East,2013,Q1,-194.85
East,2013,Q2,-41.86
East,2015,Q4,-92.851
East,2013,Q4,-186.31
East,2015,Q3,-107.98
East,2015,Q1,40.88
East,2014,Q4,-18.55
East,2012,Q2,-33.67
East,2013,Q4,946.7
East,2015,Q1,-24.426
East,2015,Q1,-58.47
East,2015,Q1,-153.2
East,2013,Q4,110.44
East,2014,Q4,-83.3
East,2015,Q2,-54.6135
East,2013,Q4,-100.6
East,2013,Q4,65.58
East,2015,Q3,-93.12
East,2014,Q4,44.12
East,2015,Q1,-26.174
East,2015,Q4,42.68
East,2015,Q1,182.63
East,2015,Q1,-36.76
East,2012,Q4,389.67
East,2015,Q3,-13.32
East,2013,Q4,3982.2245
East,2012,Q4,1416.7035
East,2013,Q2,-27.98
East,2015,Q3,-10.327
East,2013,Q4,4.556
East,2015,Q4,485.02
East,2013,Q4,-106.21
East,2012,Q4,-98.53
East,2014,Q4,-148.26
East,2014,Q2,499.273
East,2012,Q4,-3.44
East,2015,Q1,-140.48
East,2013,Q3,-162.54
East,2013,Q4,-49.53
East,2012,Q4,-19.74
East,2013,Q2,40.851
East,2014,Q2,-10.2235
East,2012,Q3,-16.15
East,2014,Q4,-183.05
East,2014,Q2,-2.66
East,2013,Q4,-31.74
East,2012,Q3,-50.75
East,2013,Q4,-21.47
East,2014,Q3,-6.62
East,2014,Q4,-93.18
East,2014,Q2,43.2
East,2012,Q4,6.93
East,2014,Q1,-3.93
East,2015,Q4,28.61
East,2015,Q4,0.89
East,2015,Q2,0.62
East,2015,Q1,-4.28
East,2012,Q2,-27.72
East,2015,Q1,-6.73
East,2014,Q3,-4.9
East,2014,Q3,-5.14
East,2014,Q1,49.81
East,2012,Q3,1.68
East,2015,Q1,-818.32
East,2015,Q1,-24.2
East,2015,Q1,-108.2035
East,2012,Q3,63.41
East,2014,Q1,-85.008
East,2013,Q1,-25.4265
East,2015,Q4,-28.88
East,2013,Q4,-60.214
East,2014,Q2,95.1575
East,2012,Q4,7606
East,2014,Q4,-42.7225
East,2015,Q2,2.2865
East,2014,Q4,12.64
East,2015,Q3,-43.43
East,2013,Q3,48.88
East,2015,Q1,-2.55
East,2013,Q3,138.46
East,2015,,100.215
East,2013,Q4,-3.749
East,2013,Q1,-86.73
East,2014,Q4,-129.42
East,2015,Q1,-115
East,2015,Q1,-165.1055
East,2013,Q1,368.79
East,2015,Q2,-17.595
East,2013,Q2,3857.572
East,2015,Q3,179.37
East,2012,Q3,10.05
East,2015,Q3,-84
East,2012,Q3,-83.65
East,2012,Q4,1719.4735
East,2014,Q1,-108.1345
East,2014,Q4,226.5335
East,2013,Q1,1110.35
East,2015,Q1,-162.75
East,2013,Q3,21.6
East,2014,Q1,-119.72
East,2015,Q1,-141.6
East,2013,Q2,195.48
East,2015,Q1,-59.83
East,2012,Q2,13.91
East,2014,Q4,-16.56
East,2015,Q1,2.49
East,2014,Q2,-1.28
East,2013,Q3,-115.38
East,2013,Q3,11.06
East,2013,Q1,132.56
East,2014,Q1,624.84
East,2015,Q2,68.96
East,2013,Q4,18.75
East,2014,Q2,-5.14
East,2013,Q2,8.66
East,2015,Q1,-1.76
East,2013,Q1,748.67
East,2014,Q2,-1049.26
East,2013,Q2,-2149.8
East,2015,Q3,286.8665
East,2013,Q3,-84.69
East,2015,Q1,-76.54
East,2013,Q4,-30.63
East,2014,Q2,36.7795
East,2015,Q3,62.73
East,2013,Q4,-26.66
East,2013,Q1,130.04
East,2014,Q3,35.72
East,2013,Q3,-103.28
East,2013,Q1,218.97
East,2015,Q2,777.28
East,2015,Q1,259.0715
East,2015,Q3,108.49
East,2012,Q3,-139.66
East,2014,Q2,-39.92
East,2013,Q1,32.6
East,2015,Q3,53.58
East,2012,Q3,-266.22
East,2014,Q4,-16.99
East,2015,Q3,-7.36
East,2013,Q4,-175.26
East,2012,Q3,13.9995
East,2012,Q4,-20.87
East,2015,Q3,-37.27
East,2015,Q1,-20.2975
East,2013,Q4,402.37
East,2013,Q1,-56.68
East,2014,Q2,-134.76
East,2012,Q3,-51.75
East,2012,Q4,1680.9175
East,2015,Q4,-61.75
East,2012,Q4,-286.47
East,2013,Q3,-35.47
East,2013,Q1,-10.38
East,2014,Q2,22.71
East,2014,Q1,-15.96
East,2014,Q2,28.75
East,2015,Q1,9.92
East,2015,Q3,151.4
East,2015,Q1,33.47
East,2013,Q2,52.74
East,2014,Q2,-32.52
East,2013,Q2,-31.95
South,2013,Q4,-374.82
South,2015,Q3,-1845.66
South,2013,Q2,10.4975
South,2015,Q3,174.216
South,2015,Q3,214.302
South,2013,Q2,-6.32
South,2015,Q1,-4.84
South,2014,Q1,30.685
South,2012,Q4,-142.669
South,2014,Q2,407.116
South,2012,Q3,89.65
South,2013,Q1,-9.61
South,2014,Q1,-94.83
South,2012,Q2,43.23
South,2015,Q2,-218.5345
South,2013,Q1,10.557
South,2013,Q1,239.94
South,2014,Q3,418.6
South,2014,Q4,-93.67
South,2015,Q4,-50.84
South,2014,Q1,-61.9
South,2012,Q4,337.97
South,2015,Q3,-78.82
South,2014,Q3,39.36
South,2015,Q3,-18.96
South,2013,Q1,131.44
South,2014,Q3,-13.3285
South,2013,Q4,-131.284
South,2012,Q3,84.05
South,2015,Q3,-0.64
South,2015,Q1,294.81
South,2014,Q2,-206.05
South,2015,Q1,-47.41
South,2015,Q1,-31.37
South,2012,Q3,-65.21
South,2015,Q3,-15.5
South,2015,Q1,40.32
South,2012,Q4,-38.93
South,2014,Q4,-57.16
South,2015,Q3,-10.11
South,2012,Q3,60.06
South,2014,Q2,-14.09
South,2014,Q3,-30.4
South,2012,Q4,0.51
South,2014,Q3,8.52
South,2012,Q4,17.17
South,2012,Q3,-2.58
South,2013,Q3,-0.46
South,2012,Q4,-22.36
South,2014,Q3,385.63
South,2012,Q3,-16.3
South,2013,Q2,-967.67
South,2015,Q4,-892.03
South,2014,Q2,-360.18
South,2012,Q4,-59.06
South,2013,Q3,-178
South,2014,Q1,-9.69
South,2013,Q1,-103.32
South,2015,Q1,11.38
South,2015,Q3,782.0085
South,2014,Q4,-305.877
South,2015,Q2,71.75
South,2013,Q2,13.89
South,2013,Q2,119.92
South,2014,Q3,-81.86
South,2015,Q2,-43.87
South,2014,Q4,-342.378
South,2013,Q1,49.69
South,2014,Q2,8.8655
South,2012,Q4,9.4095
South,2013,Q2,73.16
South,2013,Q3,40.9
South,2015,Q2,-30.65
South,2015,Q4,-23.99
South,2015,Q2,-134.31
South,2012,Q4,-101.28
South,2015,Q1,-95.79
South,2012,Q4,-58.13
South,2014,Q3,-4.899
South,2015,Q4,-125.4075
South,2014,Q2,13.44
South,2013,Q3,-104.43
South,2013,Q4,-45.98
South,2012,Q4,-2.42
South,2012,Q4,-59.75
South,2013,Q3,-283.31
South,2013,Q1,-76.1415
South,2013,Q4,-121.18
South,2015,Q3,230.64
South,2012,Q3,-29.9115
South,2014,Q2,78.74
South,2012,Q3,137.47
South,2012,Q4,511.51
South,2012,Q3,220.04
South,2015,Q1,-36.11
South,2015,Q2,-19.92
South,2013,Q4,50.13
South,2013,Q2,-7.9
South,2014,Q2,3.5
South,2012,Q4,-3.83
South,2015,Q4,8.45
South,2012,Q4,-139.53
South,2014,Q4,-750.82
South,2013,Q4,-15.17
South,2013,Q1,-6.5435
South,2012,Q4,-126.684
South,2015,Q3,59.67
South,2015,Q1,40.52
South,2015,Q3,-250.53
South,2013,Q1,-150.374
South,2014,Q3,-69.03
South,2015,Q1,801.04
South,2013,Q2,-49.34
South,2013,Q4,-13.55
South,2015,Q2,-94.829
South,2013,Q4,-11.7645
South,2014,Q4,408.73
South,2012,Q4,107.31
South,2013,Q2,-81.35
South,2015,Q2,-92.9545
South,2012,Q4,524.875
South,2014,Q1,-120.1175
South,2015,Q4,1244.81
South,2012,Q4,9.06
South,2014,Q2,4.81
South,2014,Q4,15.56
South,2014,Q3,-269.37
South,2013,Q1,-49.3465
South,2014,Q2,-14.06
South,2015,Q3,-27.51
South,2014,Q1,-18.73
South,2014,Q3,2097.103
South,2015,Q3,-141.44
South,2015,Q3,-32.78
South,2013,Q1,-23.28
South,2015,Q2,-7.92
South,2014,Q2,-26.87
South,2012,Q4,-64.078
South,2012,Q3,95.42
South,2013,Q4,-59.39
South,2012,Q3,-103.11
South,2015,Q4,-71.52
South,2014,Q2,-22.18
South,2015,Q1,-57.33
South,2012,Q4,-148.85
South,2014,Q1,27.86
South,2014,Q4,2.16
South,2013,Q1,-16.63
South,2013,Q1,37.99
South,2013,Q3,-7.54
South,2015,Q4,37.14
South,2012,Q4,-6.34
South,2013,Q1,4.21
South,2013,Q4,-4.91
South,2015,Q4,105.47
South,2014,Q4,-4.83
South,2014,Q1,-216.66
South,2015,Q1,24.75
South,2013,Q1,6.99
South,2014,Q4,13.99
South,2015,Q4,-22.83
South,2015,Q2,-6.1
South,2014,Q4,817.98
South,2015,Q1,-52.73
South,2014,Q1,-62.882
South,2014,Q2,-154.629
South,2013,Q1,-114.58
South,2015,Q3,-28.3475
South,2015,Q3,-61.985
South,2015,Q1,75.8
South,2012,Q4,-42.72
South,2013,Q1,-75.28
South,2015,Q3,34.98
South,2012,Q3,-129.559
South,2015,Q1,-14.6165
South,2014,Q2,1361.88
South,2013,Q4,-144.89
South,2014,Q3,80.01
South,2012,Q3,71.56
South,2014,Q1,-118.5995
South,2014,Q2,4.369
South,2013,Q4,-19.95
South,2015,Q4,-64.45
South,2014,Q1,130.52
South,2014,Q3,-114.35
South,2013,Q2,-23.621
South,2014,Q3,-6.78
South,2013,Q1,20.09
South,2012,,-133.12
South,2013,Q2,1593.61
South,2013,Q2,7.4
South,2015,Q3,74.82
South,2015,Q3,221.09
South,2012,Q3,-22.57
South,2015,Q2,56.78
South,2012,Q3,-23.805
South,2013,Q2,39.81
South,2015,Q4,-173.73
South,2013,Q3,68.102
South,2015,Q4,-154.11
South,2012,Q3,13.71
South,2015,Q3,-22.14
South,2015,Q4,-166.29
South,2015,Q4,-26.44
South,2014,Q1,471.22
South,2013,Q2,12.01
South,2015,Q3,-17.48
South,2014,Q3,45.31
South,2013,Q4,-5.26
South,2013,Q2,-14.99
South,2013,Q3,-1.97
South,2013,Q2,86.44
South,2014,Q3,9.11
South,2014,Q2,-2.29
South,2012,Q3,9373.9615
South,2012,Q2,-166.44
South,2014,Q2,-29.07
South,2014,Q4,-160.71
South,2013,Q1,-79.67
South,2013,Q3,13.34
South,2014,Q4,-11.34
South,2015,Q4,187.374
South,2015,Q4,-93.78
South,2012,Q4,-7.9
South,2014,Q2,-37.04
South,2013,Q3,182.46
South,2015,Q3,1082.21
South,2015,Q4,188.224
South,2013,Q1,-73.38
South,2015,Q3,-40.76
South,2014,Q2,-81.06
South,2012,Q4,1871.26
South,2013,Q2,475.54
South,2012,Q3,570.67
South,2012,Q3,-20.2285
South,2015,Q1,-0.621
South,2014,Q2,-117.91
South,2014,Q3,51.53
South,2015,Q4,-22.04
South,2014,Q4,-281.17
South,2015,Q4,-363.44
South,2015,Q1,6.2985
South,2015,Q3,9.35
South,2013,Q4,-200.63
South,2015,Q2,65.44
South,2013,Q1,300.34
South,2012,Q4,48.756
South,2014,Q3,-120.37
South,2015,Q4,-145.07
South,2015,Q4,-21.3785
South,2014,Q4,337.25
South,2015,Q3,-37.85
South,2013,Q4,-31.55
South,2015,Q4,-23.69
South,2013,Q4,-99.62
South,2015,Q1,407.8
South,2013,Q1,49.77
South,2013,Q3,-1.5
South,2015,Q1,46.3
South,2013,Q2,163.42
South,2012,Q3,7.5
South,2012,Q3,51.29
South,2012,Q4,19.59
South,2013,Q2,6.96
South,2015,Q1,-21.23
South,2015,Q4,-2.72
South,2012,Q4,-109.94
South,2015,Q3,104.77
South,2015,Q2,35.37
South,2015,Q2,-137.87
South,2013,Q3,-6.69
South,2014,Q1,-6.6
South,2014,Q4,-4.31
South,2012,Q2,22.06
South,2013,Q2,-2.31
West,2013,Q4,-502.05
West,2013,Q3,-921.68
West,2015,Q3,79.52
West,2015,Q1,-71.05
West,2015,Q2,28.81
West,2013,Q4,-241.28
West,2015,Q1,-24.43
West,2013,Q3,-76.6015
West,2012,Q3,-7.25
West,2013,Q3,37.9
West,2012,Q4,41.54
West,2012,Q4,-35.443
West,2012,Q3,-55.9475
West,2015,Q2,160.72
West,2012,Q3,230.37
West,2015,Q3,-6.57
West,2012,Q4,-84.4215
West,2014,Q2,1.071
West,2015,Q4,-66.06
West,2012,Q3,-35.36
West,2013,Q1,-98.17
West,2015,Q3,1547.78
West,2014,Q3,-85.2725
West,2014,Q3,57
West,2013,Q2,61.13
West,2015,Q4,-91.2755
West,2013,Q3,2723.31
West,2015,Q4,-135.5965
West,2014,Q3,-64.3885
West,2015,Q2,56.97
West,2013,Q3,-90.42
West,2015,Q4,-276.88
West,2014,Q2,2077.91
West,2013,Q1,-182.8
West,2015,Q1,352.41
West,2015,Q3,332.52
West,2014,Q2,3.44
West,2012,Q3,-35.69
West,2013,Q1,-24.88
West,2015,Q3,26.28
West,2012,Q3,128.28
West,2012,Q3,43
West,2015,Q4,-19.81
West,2013,Q4,34.31
West,2014,Q1,-3.8
West,2013,Q3,-2.73
West,2012,Q4,-6.12
West,2013,Q3,-8.88
West,2014,Q4,-10.64
West,2015,Q1,44.23
West,2013,Q4,93.33
West,2013,Q2,-28.37
West,2014,Q4,49.05
West,2015,Q2,-1.76
West,2015,Q1,5.98
West,2015,Q1,-18.57
West,2015,Q2,6.46
West,2012,Q4,46.49
West,2015,Q1,-3.24
West,2014,Q3,541.92
West,2015,Q3,-365.32
West,2013,Q2,-8.45
West,2014,Q1,422.23
West,2013,Q4,525.54
West,2013,Q4,489.14
West,2012,Q4,-17.48
West,2014,Q3,-83.33
West,2015,Q3,46.69
West,2014,Q4,-26.33
West,2012,Q3,-18.64
West,2015,Q3,-24.8055
West,2013,Q1,128.11
West,2015,Q4,12.5
West,2012,Q3,-262.62
West,2014,Q1,275.5
West,2014,Q3,-56.304
West,2015,Q1,-118.74
West,2014,Q4,804.66
West,2015,Q1,660.25
West,2013,Q3,1.156
West,2015,Q3,52.27
West,2012,Q3,90.35
West,2014,Q2,-10.58
West,2015,Q1,-150.29
West,2013,Q1,150.04
West,2014,Q4,261.87
West,2013,Q3,8.8995
West,2013,Q2,-111.3315
West,2013,Q3,110.05
West,2014,Q2,-174.74
West,2015,Q1,-134.412
West,2013,Q4,-54.91
West,2012,Q3,37.77
West,2015,Q4,42.16
West,2015,Q3,494.26
West,2014,Q2,-118.55
West,2013,Q2,-151.8
West,2014,Q1,-2.6105
West,2014,Q3,-15.1225
West,2013,Q3,-13.74
West,2013,Q3,-38.94
West,2015,Q4,-64.29
West,2014,Q4,-46.83
West,2014,Q2,28.47
West,2014,Q2,-39.23
West,2015,Q2,-41.66
West,2014,Q3,-47.01
West,2013,Q3,4.48
West,2013,Q1,0.35
West,2012,Q3,-100.24
West,2014,Q1,-7.76
West,2013,Q1,-1.78
West,2015,Q4,16.21
West,2014,Q4,-22.01
West,2012,Q3,2.81
West,2014,Q1,-6.84
West,2012,Q3,-566
West,2014,Q4,-244.33
West,2015,Q4,-235.21
West,2013,Q1,-60.79
West,2014,Q1,719.26
West,2015,Q1,-9.1885
West,2013,Q2,-84.33
West,2014,Q2,-133.98
West,2014,Q2,-142.75
West,2014,Q1,-106.421
West,2014,Q4,-49.6
West,2012,Q4,-149.66
West,2015,Q2,-5.92
West,2014,Q4,-19.09
West,2015,Q2,-17.58
West,2015,Q3,-17.16
West,2014,Q3,1115.1405
West,2015,Q1,1413.941
West,2015,Q3,655.36
West,2014,Q3,530.22
West,2014,Q1,122.11
West,2014,Q4,-52.21
West,2013,Q3,-148.7985
West,2013,Q1,32.7
West,2014,Q3,435.11
West,2013,Q4,-40.43
West,2014,Q3,-18.5
West,2014,Q4,358.734
West,2013,Q1,31.54
West,2012,Q3,-94.59
West,2015,Q2,-179.11
West,2014,Q3,-17.112
West,2013,Q3,-122.6705
West,2013,Q2,-73.071
West,2015,Q2,16.92
West,2015,Q4,8.82
West,2015,Q1,32.53
West,2012,Q3,-62.23
West,2013,Q2,-24.44
West,2012,Q3,-21.03
West,2014,Q3,-47.01
West,2015,Q3,-237.01
West,2013,Q3,-60.07
West,2014,Q1,-182.87
West,2015,Q4,4.75
West,2013,Q4,139.63
West,2015,Q1,190.93
West,2013,Q3,308.53
West,2014,Q3,8.34
West,2015,Q1,-15.13
West,2015,Q1,181.26
West,2013,Q2,131.7
West,2015,Q1,-2.66
West,2013,Q3,30.5
West,2013,Q3,-99.95
West,2015,Q3,262.32
West,2014,Q4,-6.64
West,2013,Q1,532.61
West,2015,Q1,-5.1405
West,2015,Q2,-18.24
West,2012,Q3,-19.93
West,2015,Q3,36.7455
West,2013,Q2,3.76
West,2012,Q3,28.526
West,2012,Q3,6365.582
West,2015,Q3,50.26
West,2013,Q3,-9.361
West,2013,Q2,-71.5415
West,2015,Q3,-154.95
West,2013,Q2,-20.102
West,2014,Q2,-29.83
West,2014,Q1,-60.582
West,2015,Q2,-16.5255
West,2013,Q2,-14.33
West,2013,Q2,-71.8405
West,2015,Q1,557.5235
West,2012,Q3,-66.0445
West,2013,Q4,-121.5895
West,2015,Q4,-57.37
West,2013,Q2,-25.41
West,2014,Q2,350.82
West,2013,Q1,6919.867
West,2015,Q3,-263.764
West,2013,Q2,-26.45
West,2014,Q1,-12.88
West,2013,Q2,37.17
West,2014,Q3,-114.22
West,2015,Q1,-67.459
West,2015,Q1,4592.737
West,2013,Q2,66.13
West,2012,Q3,-3.09
West,2014,Q1,13.8
West,2015,Q2,-13.44
West,2015,Q1,147.2
West,2014,Q4,-25.52
West,2014,Q4,-3.2
West,2013,Q3,-47.15
West,2012,Q3,15.66
West,2012,Q4,-335.06
West,2013,Q3,148.34
West,2014,Q3,-71.12
West,2012,Q3,107.11
West,2015,Q1,-71.44
West,2015,Q4,-65.15
West,2014,Q3,-28.9455
West,2013,Q3,46.478
West,2014,Q4,36.431
West,2015,Q1,250.66
West,2014,Q2,-99.42
West,2012,Q3,-216.154
West,2013,Q1,185.0875
West,2012,Q3,-66.378
West,2014,Q1,13.906
West,2013,Q2,89.6
West,2012,Q3,-67.49
West,2012,Q3,15.83
West,2012,Q3,-152.54
West,2014,Q2,-5.4395
West,2012,Q3,64.99
West,2012,Q2,-65.43
West,2014,Q2,66.14
West,2012,Q2,-149.92
West,2013,Q4,-69.89
West,2015,Q1,-74.4395
West,2015,Q2,-97.06
West,2012,Q3,90.62
West,2012,Q4,-63.77
West,2015,Q1,-122.12
West,2015,Q3,-96.29
West,2015,Q4,109.92
West,2015,Q4,-164.92
West,2013,Q1,-1.36
West,2013,Q4,41.27
West,2013,Q4,-114.7355
West,2013,Q3,6.7
West,2015,Q4,-226.62
West,2012,Q4,192.38
West,2015,Q1,10.88
West,2015,Q4,-166.41
West,2013,Q3,-30.51
West,2015,Q1,-4.64
West,2014,Q1,19.57
West,2015,Q1,-5.92
West,2014,Q3,-30.39
West,2013,Q3,12.97
West,2015,Q4,20.43
West,2013,Q3,-3.89
West,2015,Q2,122.06
West,2014,Q4,-14.54
West,2012,Q3,19.57
West,2015,Q4,517.33
West,2012,Q3,13.82
West,2015,Q2,-0.45
West,2013,Q3,-31.22
West,2015,Q4,28.93
West,2015,Q2,-17.78
Central,2012,,-218.77
Central,2012,Q4,-16.92
Central,2012,Q3,253.504
Central,2012,Q3,-83.75
Central,2013,Q1,-167.92
Central,2012,Q4,860.22
Central,2013,Q1,52.479
Central,2013,Q4,1.91
Central,2013,Q1,0.35
Central,2014,Q1,50.2435
Central,2013,Q4,-257.11
Central,2012,Q2,6523.257
Central,2014,Q2,904.825
Central,2013,Q3,-9.2805
Central,2015,Q2,163.8035
Central,2012,Q4,101.8
Central,2015,Q3,32.5
Central,2014,Q2,-82.35
Central,2013,Q1,134.7505
Central,2012,Q3,41.3
Central,2015,Q1,42.24
Central,2012,Q2,-183.356
Central,2015,Q4,-9.821
Central,2014,Q1,101.82
Central,2012,Q3,39.91
Central,2014,Q2,-155.526
Central,2012,Q3,2267.22
Central,2014,Q3,-53.18
Central,2014,Q4,104.22
Central,2015,Q1,148.1975
Central,2012,Q2,-72.28
Central,2015,Q1,-98.15
Central,2015,Q1,-7.78
Central,2014,Q4,27.86
Central,2014,Q3,0.1
Central,2013,Q3,0.78
Central,2015,Q3,8.06
Central,2013,Q1,6.14
Central,2013,Q3,-30.92
Central,2013,Q4,34.48
Central,2015,Q4,-767.51
Central,2014,Q2,119.64
Central,2015,Q2,184.07
Central,2015,Q1,-30.71
Central,2013,Q4,74.0095
Central,2014,Q2,-39.2265
Central,2012,Q4,31.74
Central,2013,Q3,1361.56
Central,2013,Q1,-248.69
Central,2015,Q4,518.48
Central,2014,Q2,-5.9225
Central,2013,Q4,-27.255
Central,2014,Q1,-128.69
Central,2014,Q3,-56.06
Central,2014,Q4,-28.6695
Central,2014,Q3,85.96
Central,2012,Q3,-35.04
Central,2015,Q3,-106.77
Central,2015,Q2,-88.6075
Central,2013,Q3,652.188
Central,2013,Q4,-72.91
Central,2015,Q1,3793.703
Central,2012,Q3,-62.43
Central,2014,Q3,-39.92
Central,2014,Q4,82.19
Central,2013,Q3,-5.41
Central,2013,Q1,-13.72
Central,2014,Q1,-58.328
Central,2014,Q1,-10.37
Central,2015,Q1,-259.02
Central,2015,Q1,4456.2525
Central,2014,Q4,278.579
Central,2015,Q1,-167.417
Central,2015,Q2,321.674
Central,2015,Q1,3.63
Central,2014,Q2,0.64
Central,2013,Q1,-25.22
Central,2013,Q3,-8.88
Central,2012,Q4,116.7985
Central,2014,Q2,-163.13
Central,2013,Q3,37.79
Central,2014,Q3,2137.28
Central,2015,Q2,5.08
Central,2014,Q2,-9.78
Central,2013,Q3,-6.23
Central,2015,Q3,23.37
Central,2015,Q4,26.21
Central,2014,Q2,4.9
Central,2012,Q3,149.53
Central,2014,Q2,-5.41
Central,2015,Q3,5.76
Central,2013,Q3,-2.39
Central,2013,Q3,13.84
Central,2014,Q1,9.18
Central,2014,Q4,-743.45
Central,2014,Q3,900.06
